,捏托拉擂,现在印度没有30年前中国有的东西，除了劳动效率和积极性还有什么？ ,2,0,0,1548842280000
6530255949,七月淮歌,:@青春有你-嘉羿 @青春有你-邓超元 谢谢你们！因为你们我大半夜两百分贝鸡叫被邻居冲出来骂了！但是没关系我可以请帅哥继续保持每天同框我愿洪涝预警长鸣,0,0,0,1548840300000
1955046543,文艺泽,:发布了头条文章：《我在味道山乡有个家……》 坐落于葛溪河畔的胥口镇，碧溪黛岸，绿野青岚，自古风光旖旎，人文荟萃，历史上就是杭州西南水路陆路孔道，有着历史的辉煌。相传，伍子胥途经此地，开口称赞，遂得“胥口”之名。而穿境而过的葛溪也因东晋葛洪炼丹隐居于此而得名。“移民文化”、“竹排文化”、“路桥文化”、“葛溪美食文化”、“做纸文化”都是胥口富有特色的文化，岩石岭水库更是为几代胥口人提供庇护，让葛溪沿岸几十年免受洪涝灾害。#网络祝年#  #寻味浙里#  @富阳发布 @富阳日报  http://t.cn/Et0xilo,5,6,3,1548838140000
3164752474,唧唧歪歪的1,:千年日食：我也算活得轰轰烈烈了吧！世纪光棍节，100年一遇的洪涝；还有百年流星雨。踏着禽流感上初中！ ,0,1,0,1548837960000
6016665573,沙洋电视台,:★推行“九久入户”  厚植核心价值观★　　张林：心系群众的好支书　　-----------　　毛李镇借粮湖村党支部书记、村委会主任张林，在工作岗位上尽职尽责，获得群众一致好评。对内，他带动全村老百姓发家致富；对外，他积极争取上级资金发展村级集体经济。在他的领导下，借粮湖村村貌发生了很大改变，曾被评为“最美乡村”。2016年7月，毛李镇遭遇特大洪涝灾害，张林第一时间带领村干部和部分党员投入到抗洪救灾一线，为把洪灾损失降到最低限度作出了积极贡献。,0,0,0,1548835920000
5537549318,大善改变自己的命运,:#救在壹线# 在中国，洪涝、地震、凝冻等自然灾害频发。恶劣的灾后环境威胁着受灾群众的安全和健康。壹基金“救在壹线”采取“提前备灾、联合行动、快速救援”的策略，快速、专业、有效地响应灾害救援，守护灾害中人的尊严。 壹基金救在壹线 ,0,0,0,1548825660000
1982421443,大善业改变命运,:#救在壹线# 在中国，洪涝、地震、凝冻等自然灾害频发。恶劣的灾后环境威胁着受灾群众的安全和健康。壹基金“救在壹线”采取“提前备灾、联合行动、快速救援”的策略，快速、专业、有效地响应灾害救援，守护灾害中人的尊严。 壹基金救在壹线 ,0,0,0,1548825120000
5945069324,丝享无痕接发,:#救在壹线# 在中国，洪涝、地震、凝冻等自然灾害频发。恶劣的灾后环境威胁着受灾群众的安全和健康。壹基金“救在壹线”采取“提前备灾、联合行动、快速救援”的策略，快速、专业、有效地响应灾害救援，守护灾害中人的尊严。 壹基金救在壹线 ,0,0,1,1548811260000
5454443302,量量和鱼,:十二点过了。 人是不是该期待黎明了。 火山海啸，太阳初升；地震火灾，太阳初升；干旱洪涝，太阳初升。 永远这般，好似人间情爱，伤透再伤，死过再死，到头来山间月色依旧照耀着痴傻的有情儿女，世间沉沦。                      ——Twentine ,2,0,0,1548782280000
5973973026,爱斯比真是太和棋好啦,:600年一遇的海啸，千年日食……世纪光棍节：踏着禽流感上初中、300年一遇的泥石流；500年一遇的地震、这道心里屏障都不容易被拿开的！在心里建立一个比较强大的自我保护机制。人总是自尊多过自弃！100年一遇的洪涝…… ,0,2,1,1548776400000
3150100957,___南楓,:迎着非典上小学：600年一遇的海啸！60年一遇的雪灾。100年一遇的洪涝……300年一遇的泥石流…… ,0,0,0,1548770220000
3155957717,淘米小霸王,:真正的好朋友就是即使不能拉你一把。500年一遇的地震、现在上大学了……100年一遇的洪涝…… 宣城·皇文大酒店 ,0,0,0,1548763860000
6716482018,东平县广播电视台,:作为一名村支部书记，耿进平三十年如一日，奋进在带领村民致富的路上，让村里的百姓安居，实现远离洪涝威胁的安居梦，让农村的乡亲乐业，实现共奔小康的致富梦，用实际行动践行了一步一个脚印、踏踏实实奋力攀登的“挑山工”精神。银山镇耿山口村有783户，2331人，距离黄河不足千米，滩区沉积的泥沙跑水漏肥，根本不长庄稼，当时的耿山口村，可谓是一穷二白。搬离滩区，安居乐业，是耿山口人世世代代的梦想。1986年，致富能人耿进平被选举为村党支部书记，为实现村民的搬迁梦，他一干就是三十多年。 http://t.cn/EtoNKiE,0,0,0,1548762240000
